Timestamp,CPU_Core0_Load,CPU_Core1_Load,CPU_Core2_Load,CPU_Core3_Load,CPU_Core4_Load,CPU_Core5_Load,CPU_Core6_Load,CPU_Core7_Load,CPU_Load_Avg,CPU_Temp_C,CV0_Temp_C,CV1_Temp_C,CV2_Temp_C,EMC_FREQ,GPU_Temp_C,GR3D_FREQ,NC_mW_Avg,NC_mW_Current,RAM_Total_MB,RAM_Used_MB,SOC0_Temp_C,SOC1_Temp_C,SOC2_Temp_C,SWAP_Total_MB,SWAP_Used_MB,Tboard_Temp_C,Tdiode_Temp_C,VDDQ_VDD2_1V8AO_mW_Avg,VDDQ_VDD2_1V8AO_mW_Current,VDD_CPU_CV_mW_Avg,VDD_CPU_CV_mW_Current,VDD_GPU_SOC_mW_Avg,VDD_GPU_SOC_mW_Current,VIN_SYS_5V0_mW_Avg,VIN_SYS_5V0_mW_Current,tj_Temp_C
08-06-2025 08:54:57,1,0,0,0,0,87,0,0,11.0,47.625,-256,-256,-256,0%,43.156,14%,0,0,62801,4940,44.812,44,44.312,31400,0,37,38.25,706,706,1203,1203,2807,2807,3336,3336,47.625
08-06-2025 08:54:58,2,0,0,0,0,88,0,0,11.25,47.875,-256,-256,-256,0%,42.968,0%,0,0,62801,5184,44.843,43.968,44.25,31400,0,37,38.25,655,605,1203,1203,2807,2807,3336,3336,47.875
08-06-2025 08:54:59,0,0,0,0,0,100,0,0,12.5,47.593,-256,-256,-256,0%,43.187,0%,0,0,62801,5192,44.906,43.843,44.281,31400,0,37,38.25,638,605,1203,1203,2807,2807,3302,3235,47.593
08-06-2025 08:55:00,0,0,2,0,0,100,0,0,12.75,47.906,-256,-256,-256,0%,-256,0%,0,0,62801,5202,44.781,43.968,44.25,31400,0,37,38.5,630,605,1203,1203,2706,2406,3259,3129,47.906
08-06-2025 08:55:01,0,0,4,0,0,100,0,0,13.0,47.718,-256,-256,-256,0%,-256,0%,0,0,62801,5210,44.75,44,44.343,31400,0,37,38.25,625,605,1203,1203,2646,2406,3212,3028,47.718
08-06-2025 08:55:02,0,0,0,0,0,100,0,0,12.5,47.937,-256,-256,-256,0%,-256,0%,0,0,62801,5210,44.75,43.937,44.343,31400,0,37,38.25,605,504,1203,1203,2539,2005,3182,3028,47.937
08-06-2025 08:55:03,0,0,0,0,0,85,0,0,10.62,47.75,-256,-256,-256,0%,43.281,15%,0,0,62801,5474,44.75,43.937,44.375,31400,0,37,38.25,619,706,1203,1203,2577,2807,3204,3336,47.75
08-06-2025 08:55:04,0,0,0,0,0,80,0,0,10.0,47.625,-256,-256,-256,0%,43.062,29%,0,0,62801,5825,44.75,43.968,44.343,31400,0,37,38.25,617,605,1203,1203,2606,2807,3220,3336,47.781
08-06-2025 08:55:05,1,0,0,0,0,62,0,0,7.88,47.687,-256,-256,-256,0%,43.218,72%,0,0,62801,6079,44.781,43.968,44.25,31400,0,37,38.5,616,605,1203,1203,2628,2808,3222,3235,47.687
08-06-2025 08:55:06,3,0,0,2,0,69,0,0,9.25,47.593,-256,-256,-256,0%,43.437,98%,0,0,62801,6185,44.812,44.156,44.406,31400,0,37,38.5,635,807,1203,1203,2727,3610,3253,3539,47.593
08-06-2025 08:55:07,0,0,0,0,0,0,0,75,9.38,47.718,-256,-256,-256,0%,43.812,98%,0,0,62801,6205,44.781,44.156,44.406,31400,0,37,38.5,697,1314,1203,1203,3026,6016,3362,4449,47.718
08-06-2025 08:55:08,0,1,0,0,0,0,0,76,9.62,47.718,-256,-256,-256,0%,44.281,95%,0,0,62801,6221,45.031,44.062,44.406,31400,0,37,38.25,756,1415,1203,1203,3308,6417,3461,4550,47.875
