Timestamp,CPU_Core0_Load,CPU_Core1_Load,CPU_Core2_Load,CPU_Core3_Load,CPU_Core4_Load,CPU_Core5_Load,CPU_Core6_Load,CPU_Core7_Load,CPU_Load_Avg,CPU_Temp_C,CV0_Temp_C,CV1_Temp_C,CV2_Temp_C,EMC_FREQ,GPU_Temp_C,GR3D_FREQ,NC_mW_Avg,NC_mW_Current,RAM_Total_MB,RAM_Used_MB,SOC0_Temp_C,SOC1_Temp_C,SOC2_Temp_C,SWAP_Total_MB,SWAP_Used_MB,Tboard_Temp_C,Tdiode_Temp_C,VDDQ_VDD2_1V8AO_mW_Avg,VDDQ_VDD2_1V8AO_mW_Current,VDD_CPU_CV_mW_Avg,VDD_CPU_CV_mW_Current,VDD_GPU_SOC_mW_Avg,VDD_GPU_SOC_mW_Current,VIN_SYS_5V0_mW_Avg,VIN_SYS_5V0_mW_Current,tj_Temp_C
08-05-2025 09:34:36,0,0,0,0,0,0,84,1,10.62,47.656,-256,-256,-256,0%,42.937,6%,0,0,62801,4902,44.843,44,44.343,31400,0,37,38.25,706,706,1203,1203,2807,2807,3336,3336,47.531
08-05-2025 09:34:37,1,0,0,0,0,0,88,0,11.12,47.937,-256,-256,-256,0%,42.968,0%,0,0,62801,5165,44.781,43.937,44.312,31400,0,37,38.25,655,605,1203,1203,2807,2807,3285,3235,47.937
08-05-2025 09:34:38,0,1,0,0,0,0,100,0,12.62,47.625,-256,-256,-256,0%,43.156,0%,0,0,62801,5173,44.875,44.156,44.281,31400,0,37,38.25,638,605,1203,1203,2807,2807,3268,3235,47.625
08-05-2025 09:34:39,2,0,0,0,2,0,100,0,13.0,47.937,-256,-256,-256,0%,-256,0%,0,0,62801,5183,44.812,44,44.281,31400,0,37,38.25,630,605,1303,1605,2706,2406,3235,3134,47.937
08-05-2025 09:34:40,0,0,0,0,0,0,100,0,12.5,47.625,-256,-256,-256,0%,-256,0%,0,0,62801,5191,44.906,43.968,44.312,31400,0,37,38.25,625,605,1283,1203,2646,2406,3193,3028,47.625
08-05-2025 09:34:42,81,0,0,0,0,0,19,0,12.5,47.718,-256,-256,-256,0%,-256,0%,0,0,62801,5198,44.906,44.093,44.468,31400,0,37,38.25,605,504,1270,1203,2539,2005,3166,3028,47.593
08-05-2025 09:34:43,68,16,0,0,0,0,0,0,10.5,47.562,-256,-256,-256,0%,42.968,13%,0,0,62801,5469,44.843,44.062,44.437,31400,0,37,38.5,619,706,1260,1203,2577,2807,3190,3336,47.562
08-05-2025 09:34:44,0,81,0,0,0,0,0,0,10.12,47.843,-256,-256,-256,0%,43.187,0%,0,0,62801,5815,44.906,44.062,44.406,31400,0,37,38.25,617,605,1253,1203,2606,2807,3208,3336,47.843
08-05-2025 09:34:45,1,57,1,0,0,0,0,0,7.38,47.5,-256,-256,-256,0%,43.062,65%,0,0,62801,6038,44.843,44.125,44.437,31400,0,37,38.5,616,605,1247,1203,2628,2807,3211,3235,47.5
08-05-2025 09:34:46,0,79,0,0,0,2,0,0,10.12,48.062,-256,-256,-256,0%,44.031,99%,0,0,62801,6173,44.875,44,44.468,31400,0,37,38.5,665,1112,1243,1203,2887,5214,3304,4145,48.062
08-05-2025 09:34:47,0,76,0,0,0,0,0,0,9.5,47.968,-256,-256,-256,0%,43.812,83%,0,0,62801,6190,44.968,44.062,44.468,31400,0,37,38.5,733,1415,1239,1203,3208,6417,3408,4449,47.968
08-05-2025 09:34:48,0,77,0,0,0,0,0,0,9.62,48.25,-256,-256,-256,0%,44.25,93%,0,0,62801,6207,45.031,44.093,44.625,31400,0,37,38.5,790,1415,1236,1203,3475,6417,3503,4550,48.25
