Timestamp,CPU_Core0_Load,CPU_Core1_Load,CPU_Core2_Load,CPU_Core3_Load,CPU_Core4_Load,CPU_Core5_Load,CPU_Core6_Load,CPU_Core7_Load,CPU_Load_Avg,CPU_Temp_C,CV0_Temp_C,CV1_Temp_C,CV2_Temp_C,EMC_FREQ,GPU_Temp_C,GR3D_FREQ,NC_mW_Avg,NC_mW_Current,RAM_Total_MB,RAM_Used_MB,SOC0_Temp_C,SOC1_Temp_C,SOC2_Temp_C,SWAP_Total_MB,SWAP_Used_MB,Tboard_Temp_C,Tdiode_Temp_C,VDDQ_VDD2_1V8AO_mW_Avg,VDDQ_VDD2_1V8AO_mW_Current,VDD_CPU_CV_mW_Avg,VDD_CPU_CV_mW_Current,VDD_GPU_SOC_mW_Avg,VDD_GPU_SOC_mW_Current,VIN_SYS_5V0_mW_Avg,VIN_SYS_5V0_mW_Current,tj_Temp_C
08-07-2025 07:06:24,4,42,0,8,0,5,0,4,7.88,46.812,-256,-256,-256,0%,42.343,0%,0,0,62801,2232,44,43.406,43.562,31400,0,36,37.5,605,605,1203,1203,2807,2807,3539,3539,46.718
08-07-2025 07:06:25,1,14,63,0,0,0,0,0,9.75,46.906,-256,-256,-256,0%,42.5,10%,0,0,62801,2655,44.062,43.343,43.562,31400,0,36,37.5,605,605,1203,1203,2807,2807,3539,3539,46.906
08-07-2025 07:06:26,12,15,56,0,0,0,0,0,10.38,46.812,-256,-256,-256,0%,42.531,0%,0,0,62801,3011,44.062,43.312,43.593,31400,0,36,37.5,605,605,1203,1203,2807,2807,3505,3438,46.656
08-07-2025 07:06:27,1,0,86,0,0,0,0,0,10.88,46.906,-256,-256,-256,0%,42.5,0%,0,0,62801,3016,44.031,43.312,43.593,31400,0,36,37.5,605,605,1203,1203,2807,2808,3463,3336,46.906
08-07-2025 07:06:28,1,0,91,0,0,0,0,0,11.5,46.843,-256,-256,-256,0%,-256,0%,0,0,62801,3027,44.218,43.25,43.593,31400,0,36,37.5,584,504,1203,1203,2727,2407,3417,3235,46.843
08-07-2025 07:06:29,1,0,91,0,0,0,0,0,11.5,46.75,-256,-256,-256,0%,-256,0%,0,0,62801,3033,44.093,43.281,43.562,31400,0,36,37.5,571,504,1203,1203,2673,2406,3369,3129,46.75
08-07-2025 07:06:30,0,0,91,0,0,0,0,0,11.38,46.687,-256,-256,-256,0%,-256,0%,0,0,62801,3041,44.125,43.187,43.562,31400,0,36,37.5,561,504,1203,1203,2578,2006,3335,3129,46.906
08-07-2025 07:06:31,0,0,93,0,0,0,0,0,11.62,46.812,-256,-256,-256,0%,-256,0%,0,0,62801,3046,44.093,43.187,43.625,31400,0,36,37.5,554,504,1203,1203,2506,2006,3309,3129,46.812
08-07-2025 07:06:32,4,0,53,0,0,0,0,0,7.12,46.718,-256,-256,-256,0%,42.531,0%,0,0,62801,3132,44.125,43.281,43.531,31400,0,36,37.75,560,605,1158,802,2540,2807,3323,3438,46.718
08-07-2025 07:06:33,11,15,26,0,0,0,0,0,6.5,46.687,-256,-256,-256,0%,42.75,9%,0,0,62801,3329,44.093,43.25,43.625,31400,0,36,37.5,564,605,1122,802,2566,2807,3345,3539,46.687
08-07-2025 07:06:34,3,53,0,0,0,0,0,0,7.0,46.75,-256,-256,-256,0%,42.625,5%,0,0,62801,3552,44.062,43.218,43.656,31400,0,36,37.75,568,605,1093,802,2588,2807,3362,3539,46.75
08-07-2025 07:06:35,5,60,1,0,0,0,0,0,8.25,47.093,-256,-256,-256,0%,42.406,26%,0,0,62801,3894,44.031,43.218,43.687,31400,0,36,37.75,571,605,1102,1203,2606,2807,3369,3438,47.093
08-07-2025 07:06:36,4,13,25,0,0,0,0,0,5.25,46.625,-256,-256,-256,0%,42.375,7%,0,0,62801,3971,44.093,43.25,43.593,31400,0,36,37.75,573,605,1079,802,2622,2808,3382,3539,46.625
08-07-2025 07:06:37,6,4,32,0,0,0,0,0,5.25,46.687,-256,-256,-256,0%,42.406,0%,0,0,62801,4092,44.218,43.281,43.531,31400,0,36,37.75,568,504,1059,802,2635,2808,3386,3438,46.937
08-07-2025 07:06:39,5,10,24,0,0,0,0,0,4.88,46.781,-256,-256,-256,0%,42.468,0%,0,0,62801,4149,44.125,43.468,43.593,31400,0,36,37.5,578,707,1042,802,2647,2808,3403,3640,46.593
08-07-2025 07:06:40,5,0,35,0,0,0,0,0,5.0,46.75,-256,-256,-256,0%,42.437,0%,0,0,62801,4228,44.187,43.312,43.593,31400,0,36,37.5,579,605,1027,802,2657,2808,3411,3539,46.75
08-07-2025 07:06:41,3,4,39,0,0,0,0,0,5.75,46.812,-256,-256,-256,0%,42.593,0%,0,0,62801,4423,44.25,43.343,43.531,31400,0,36,37.5,581,605,1014,802,2666,2808,3419,3539,46.812
08-07-2025 07:06:42,4,4,36,5,0,0,0,0,6.12,46.781,-256,-256,-256,0%,42.406,0%,0,0,62801,4543,44.218,43.312,43.5,31400,0,36,37.75,588,706,1002,802,2673,2808,3425,3539,46.781
08-07-2025 07:06:43,3,49,0,13,0,0,0,0,8.12,46.843,-256,-256,-256,0%,42.656,8%,0,0,62801,4960,44.156,43.406,43.625,31400,0,36,37.75,594,706,1013,1203,2702,3208,3436,3640,47.031
08-07-2025 07:06:44,2,36,1,0,29,22,0,0,11.25,46.937,-256,-256,-256,0%,42.5,0%,0,0,62801,5059,44.218,43.375,43.656,31400,0,36,37.75,600,706,1022,1203,2727,3208,3452,3741,46.937
08-07-2025 07:06:45,0,86,0,0,0,0,0,0,10.75,46.968,-256,-256,-256,0%,42.687,5%,0,0,62801,5123,44.218,43.375,43.75,31400,0,36,37.75,609,807,1031,1203,2769,3610,3465,3741,46.968
08-07-2025 07:06:46,1,93,0,0,0,0,0,0,11.75,47.406,-256,-256,-256,0%,42.687,0%,0,0,62801,5194,44.25,43.312,43.843,31400,0,36,37.75,614,706,1038,1203,2807,3610,3473,3640,47.406
08-07-2025 07:06:47,1,86,0,0,0,0,0,0,10.88,47.156,-256,-256,-256,0%,42.593,0%,0,0,62801,5268,44.125,43.281,43.812,31400,0,36,37.75,618,706,1046,1203,2842,3610,3481,3640,46.937
08-07-2025 07:06:48,0,91,0,0,0,0,0,0,11.38,47.406,-256,-256,-256,0%,42.562,0%,0,0,62801,5354,44.187,43.531,43.812,31400,0,37,37.75,617,605,1052,1203,2874,3610,3487,3640,47.406
08-07-2025 07:06:49,0,92,1,0,1,0,0,0,11.75,47.218,-256,-256,-256,0%,42.718,0%,0,0,62801,5409,44.156,43.593,43.781,31400,0,37,37.75,621,706,1058,1203,2903,3610,3493,3640,47.218
08-07-2025 07:06:50,2,90,0,0,0,0,0,0,11.5,47.156,-256,-256,-256,0%,42.843,0%,0,0,62801,5536,44.218,43.562,43.875,31400,0,37,38,624,706,1064,1203,2931,3610,3499,3640,47.156
08-07-2025 07:06:51,1,92,0,0,0,0,0,0,11.62,47.218,-256,-256,-256,0%,42.968,0%,0,0,62801,5639,44.375,43.5,43.843,31400,0,37,37.75,627,706,1069,1203,2956,3611,3504,3640,47.218
08-07-2025 07:06:52,1,89,0,0,0,0,0,0,11.25,47.156,-256,-256,-256,0%,42.593,0%,0,0,62801,5730,44.25,43.5,43.875,31400,0,37,37.75,626,605,1074,1203,2979,3610,3509,3640,47.156
